cycle_index,cycle_trend,r_squared,rmse,P_global_center_idx,P_global_le_idx,P_global_ri_idx,P_center_ms,P_le_ms,P_ri_ms,P_center_idx,P_le_idx,P_ri_idx,P_gauss_center,P_gauss_height,P_gauss_stdev_samples,P_gauss_stdev_ms,P_gauss_fwhm_samples,P_gauss_fwhm_ms,P_center_voltage,P_le_voltage,P_ri_voltage,P_duration_ms,P_rise_ms,P_decay_ms,P_rdsm,P_sharpness,P_voltage_integral_uv_ms,Q_global_center_idx,Q_global_le_idx,Q_global_ri_idx,Q_center_ms,Q_le_ms,Q_ri_ms,Q_center_idx,Q_le_idx,Q_ri_idx,Q_gauss_center,Q_gauss_height,Q_gauss_stdev_samples,Q_gauss_stdev_ms,Q_gauss_fwhm_samples,Q_gauss_fwhm_ms,Q_center_voltage,Q_le_voltage,Q_ri_voltage,Q_duration_ms,Q_rise_ms,Q_decay_ms,Q_rdsm,Q_sharpness,Q_voltage_integral_uv_ms,R_global_center_idx,R_global_le_idx,R_global_ri_idx,R_center_ms,R_le_ms,R_ri_ms,R_center_idx,R_le_idx,R_ri_idx,R_gauss_center,R_gauss_height,R_gauss_stdev_samples,R_gauss_stdev_ms,R_gauss_fwhm_samples,R_gauss_fwhm_ms,R_center_voltage,R_le_voltage,R_ri_voltage,R_duration_ms,R_rise_ms,R_decay_ms,R_rdsm,R_sharpness,R_voltage_integral_uv_ms,S_global_center_idx,S_global_le_idx,S_global_ri_idx,S_center_ms,S_le_ms,S_ri_ms,S_center_idx,S_le_idx,S_ri_idx,S_gauss_center,S_gauss_height,S_gauss_stdev_samples,S_gauss_stdev_ms,S_gauss_fwhm_samples,S_gauss_fwhm_ms,S_center_voltage,S_le_voltage,S_ri_voltage,S_duration_ms,S_rise_ms,S_decay_ms,S_rdsm,S_sharpness,S_voltage_integral_uv_ms,T_global_center_idx,T_global_le_idx,T_global_ri_idx,T_center_ms,T_le_ms,T_ri_ms,T_center_idx,T_le_idx,T_ri_idx,T_gauss_center,T_gauss_height,T_gauss_stdev_samples,T_gauss_stdev_ms,T_gauss_fwhm_samples,T_gauss_fwhm_ms,T_center_voltage,T_le_voltage,T_ri_voltage,T_duration_ms,T_rise_ms,T_decay_ms,T_rdsm,T_sharpness,T_voltage_integral_uv_ms,PR_interval_ms,PR_segment_ms,QRS_interval_ms,ST_segment_ms,ST_interval_ms,QT_interval_ms,PP_interval_ms,RR_interval_ms,R_minus_S_voltage_diff_signed,R_minus_P_voltage_diff_signed,T_minus_R_voltage_diff_signed
285,-0.000298162840756342,0.9821935411864592,0.03043115056848591,67128,67124.0,67134.0,268512.0,268496.0,268536.0,46,42.0,52.0,46.99051659776035,0.228780126599332,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.16900302170002796,0.09694106979518025,0.10935131741082098,40.0,20.0,20.0,0.5,68.72133,5495.944776391073,67167,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,-66.76530866243517,-0.02024777642991801,217.99999999999997,871.9999999999999,513.3507698167468,2053.4030792669873,-0.24712608773769187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67162,67158.0,67165.0,268648.0,268632.0,268660.0,80,76.0,83.0,79.54226338356654,1.481788925288058,2.186132505023187,8.744530020092748,5.147948643922323,20.591794575689292,1.4209854767512065,0.3911196564668916,0.23764702252869382,28.0,16.0,12.0,0.57143,112.25774,27566.861165360577,67167,67165.0,67170.0,268668.0,268660.0,268680.0,85,83.0,88.0,84.80248694177038,-0.3040834363740755,1.6289097764162397,6.515639105664959,3.835789393051843,15.343157572207373,-0.24712608773769187,0.23764702252869382,-0.05824728102008147,20.0,8.0,12.0,0.4,184.20688,-2491.1431266896857,67219,67203.0,67231.0,268876.0,268812.0,268924.0,137,121.0,149.0,134.6420961375859,0.3172339170200542,7.814288344482013,31.257153377928052,18.401242831237955,73.60497132495182,0.31745381503811987,0.08053490197988838,0.013651233187447036,112.0,56.0,56.0,0.5,25.10498,21541.13837383453,NaN,NaN,NaN,132.0,244.0,NaN,600.0,608.0,1.78587,1.25301,-1.16456
286,-0.0002431906084233622,0.9793065568328732,0.033211280578692846,67283,67277.0,67288.0,269132.0,269108.0,269152.0,48,42.0,53.0,47.520103657763165,0.2228563260041315,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.1694255553799758,0.09618098280504428,0.09416175107138938,44.0,24.0,20.0,0.54545,63.41575,5765.283408340318,67320,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,-109.76530866243516,-0.016198221143934412,174.00000000000003,696.0000000000001,409.73868783538524,1638.954751341541,-0.2502929760613617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67315,67310.0,67318.0,269260.0,269240.0,269272.0,80,75.0,83.0,79.41587780453597,1.5503700859830503,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.4367664720138453,0.17291701881132082,0.2493951001753739,32.0,16.0,16.0,0.5,92.48098,28914.39348424888,67320,67318.0,67323.0,269280.0,269272.0,269292.0,85,83.0,88.0,85.32632253663384,-0.28489493716063774,1.3393828947691264,5.357531579076506,3.1540056885739176,12.61602275429567,-0.2502929760613617,0.2493951001753739,-0.063404914473078,20.0,8.0,12.0,0.4,169.08777,-2477.581720124676,67372,67356.0,67384.0,269488.0,269424.0,269536.0,137,121.0,149.0,134.89794583495308,0.3136133950684386,7.508531315842238,30.034125263368953,17.68124005128791,70.72496020515165,0.3193818136829541,0.07848304293048922,0.020612347346273006,112.0,56.0,56.0,0.5,25.17761,21455.642009266878,NaN,NaN,NaN,132.0,244.0,NaN,620.0,612.0,1.83527,1.32751,-1.23676
287,-0.00024910110512384474,0.9767051272352643,0.03301022380778105,67436,67430.0,67441.0,269744.0,269720.0,269764.0,48,42.0,53.0,47.30383100832881,0.21825907256968385,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.17225806561358983,0.10528560826554838,0.08800752225509148,44.0,20.0,24.0,0.45455,63.5787,5732.914506262402,67473,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,-143.76530866243513,-0.012958576915147532,207.99999999999997,831.9999999999999,489.8025693664374,1959.2102774657496,-0.2725483513562005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67468,67464.0,67471.0,269872.0,269856.0,269884.0,80,76.0,83.0,79.72825381510923,1.423363251738295,2.0991938007041995,8.396775202816798,4.943223640302953,19.77289456121181,1.388209572128659,0.2871066175100843,0.20286653359296758,28.0,16.0,12.0,0.57143,116.36319,25681.630311425786,67473,67471.0,67476.0,269892.0,269884.0,269904.0,85,83.0,88.0,84.63342065594404,-0.33670866279266876,1.670667325638853,6.682669302555412,3.9341209069926193,15.736483627970477,-0.2725483513562005,0.20286653359296758,-0.05100104770112186,20.0,8.0,12.0,0.4,187.50437,-2785.902720989106,67525,67509.0,67537.0,270100.0,270036.0,270148.0,137,121.0,149.0,135.07883035407139,0.3319180467378466,7.582762116038936,30.331048464155742,17.856040227549784,71.42416091019913,0.3536851811901794,0.08945599692689352,0.01828863567897092,112.0,56.0,56.0,0.5,25.13702,22997.059299264693,NaN,NaN,NaN,132.0,244.0,NaN,612.0,612.0,1.76007,1.2051,-1.09145
288,-0.0005483690455159042,0.9809995525301245,0.03028887262815846,67587,67581.0,67592.0,270348.0,270324.0,270368.0,48,42.0,53.0,47.760803027679344,0.20007836409531216,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.14658907899735812,0.0906625295436026,0.08935544715662183,44.0,24.0,20.0,0.54545,63.64341,5044.143802565495,67625,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,-102.76530866243515,-0.015024377801940643,248.99999999999997,995.9999999999999,586.3501912127064,2345.4007648508255,-0.40570321609767007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67619,67615.0,67623.0,270476.0,270460.0,270492.0,80,76.0,84.0,80.23227729000573,1.4156765221855687,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.3553497525465552,0.1393669983113825,-0.05104685632497949,32.0,16.0,16.0,0.5,95.48256,25281.807752755143,67625,67623.0,67629.0,270500.0,270492.0,270516.0,86,84.0,90.0,85.69382009208252,-0.40405039535120246,1.780916196452941,7.123664785811764,4.193737157927662,16.774948631710647,-0.40570321609767007,-0.05104685632497949,-0.04509363201192385,24.0,8.0,16.0,0.33333,181.58785,-5219.261867405976,67677,67660.0,67689.0,270708.0,270640.0,270756.0,138,121.0,150.0,135.32093497566484,0.3600681408123177,7.982322568708686,31.929290274834745,18.79693319069815,75.1877327627926,0.37788663196420663,0.08954741344121597,0.018464006061630664,116.0,56.0,60.0,0.48276,24.25015,25706.07889973488,NaN,NaN,NaN,124.0,240.0,NaN,604.0,604.0,1.81973,1.2156,-1.05561
289,-0.0003829670005832112,0.9812518515036761,0.03032543180467918,67738,67732.0,67744.0,270952.0,270928.0,270976.0,47,41.0,53.0,47.093812317002076,0.20325680779475838,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.15444677931116352,0.08278008425897401,0.07334959369056114,48.0,24.0,24.0,0.5,60.07274,5277.988826405417,67776,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,-53.76530866243515,-0.012019502241552517,297.99999999999994,1191.9999999999998,701.7363734192228,2806.945493676891,-0.3990967450110246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67771,67767.0,67774.0,271084.0,271068.0,271096.0,80,76.0,83.0,79.77542388194212,1.4500209049074424,2.0830900728259785,8.332360291303914,4.905302259095594,19.621209036382375,1.404171857872547,0.2670161970350778,0.1544340045346786,28.0,16.0,12.0,0.57143,119.09942,25553.899087488415,67776,67774.0,67780.0,271104.0,271096.0,271120.0,85,83.0,89.0,84.84671208654181,-0.45231051216247586,1.8229706677139834,7.291882670855934,4.292767869836342,17.17107147934537,-0.3990967450110246,0.1544340045346786,-0.052660634058195814,24.0,8.0,16.0,0.33333,176.4595,-5131.361089657555,67829,67811.0,67840.0,271316.0,271244.0,271360.0,138,120.0,149.0,134.86976531143918,0.33274601294771244,7.875825519063486,31.503302076253945,18.54615180345698,74.18460721382792,0.3455065539154345,0.07606733411432888,0.020132301211934343,116.0,60.0,56.0,0.51724,24.362,23392.909778252353,NaN,NaN,NaN,124.0,240.0,NaN,604.0,608.0,1.90233,1.24676,-1.11727
290,-0.00032852570002553475,0.9826564362926714,0.03160599784123161,67893,67887.0,67899.0,271572.0,271548.0,271596.0,47,41.0,53.0,47.23124782757422,0.2267642853121978,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.17423461145273336,0.10757897883012386,0.09293661563432645,48.0,24.0,24.0,0.5,59.56653,6124.158032166823,67932,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,-112.76530866243515,-0.009615601793242017,238.00000000000003,952.0000000000001,560.447170717366,2241.788682869464,-0.2749243238873975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67926,67922.0,67930.0,271704.0,271688.0,271720.0,80,76.0,84.0,79.97787732003708,1.5854833760724572,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.5243046877371296,0.2598010891477857,0.014677831690948398,32.0,16.0,16.0,0.5,87.00996,29431.587366822172,67932,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.51569845623496,-0.3618484097299808,1.2361624210305082,4.944649684122033,2.9109400479566285,11.643760191826514,-0.2749243238873975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67985,67966.0,67998.0,271940.0,271864.0,271992.0,139,120.0,152.0,135.86976531143915,0.3182436046465561,8.39761664309506,33.59046657238024,19.774876001645758,79.09950400658303,0.3287069290359328,0.07711131934707252,0.02472026747166102,128.0,64.0,64.0,0.5,22.20803,24553.867022242535,NaN,NaN,NaN,124.0,252.0,NaN,620.0,620.0,1.94733,1.35872,-1.26724
291,-0.0003183770802738053,0.982956415714662,0.030155810794256048,68048,68042.0,68054.0,272192.0,272168.0,272216.0,47,41.0,53.0,47.07525906321312,0.21936394317726976,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.16651656446109453,0.1037333811580761,0.09323553037099715,48.0,24.0,24.0,0.5,60.13836,5943.099739304919,68087,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,-65.76530866243516,-0.007692481434593615,284.99999999999994,1139.9999999999998,671.1237128338204,2684.4948513352815,-0.24648302480503342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68081,68077.0,68085.0,272324.0,272308.0,272340.0,80,76.0,84.0,80.35599311874034,1.508558461833621,2.2220286400856675,8.88811456034267,5.232477582306591,20.929910329226363,1.465674487451702,0.206377216252021,0.16074308626677045,32.0,16.0,16.0,0.5,99.43154,29668.687918891897,68087,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.43234439638998,-0.3237943429139572,1.6166493136504398,6.466597254601759,3.806918209569582,15.227672838278329,-0.24648302480503342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68139,68123.0,68152.0,272556.0,272492.0,272608.0,138,122.0,151.0,136.17582395330535,0.3176498730175013,7.7922921741353335,31.169168696541334,18.34944580839168,73.39778323356671,0.3232528921328453,0.0831350184798914,0.01432531359236626,116.0,56.0,60.0,0.48276,24.36765,22551.88083802983,NaN,NaN,NaN,130.0,246.0,NaN,620.0,620.0,1.83235,1.28919,-1.19091
292,-0.0003992222023071984,0.9835402555869113,0.028696613907954464,68204,68197.0,68209.0,272816.0,272788.0,272836.0,49,42.0,54.0,48.017306236923204,0.20719140993302676,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.16210447832996042,0.08694766379139106,0.07154512933670665,48.0,24.0,24.0,0.5,60.34324,5552.897815774767,68241,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,-9.765308662435162,-0.008101129838651619,340.99999999999994,1363.9999999999998,802.9936353555536,3211.9745414222143,-0.24142531167853493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68235,68231.0,68239.0,272940.0,272924.0,272956.0,80,76.0,84.0,80.28695419239283,1.5004912695422061,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.4240554951831152,0.1624482234484375,0.14799296951926433,32.0,16.0,16.0,0.5,91.47217,27933.84088366681,68241,68239.0,68244.0,272964.0,272956.0,272976.0,86,84.0,89.0,85.9227674902086,-0.2715462771008119,1.3682611696976876,5.4730446787907505,3.222008829241608,12.888035316966432,-0.24142531167853493,0.14799296951926433,-0.03618522332681352,20.0,8.0,12.0,0.4,181.77641,-2454.9199167025286,68294,68277.0,68306.0,273176.0,273108.0,273224.0,139,122.0,151.0,136.3043584373205,0.3208847068046737,7.940334040583004,31.761336162332015,18.69805776300645,74.7922310520258,0.3268519019409737,0.08800893475382034,0.023271013396099008,116.0,56.0,60.0,0.48276,24.27676,22945.620752788236,NaN,NaN,NaN,132.0,248.0,NaN,624.0,616.0,1.77204,1.2933,-1.17961
293,-0.00036958846709623486,0.9813667497967419,0.030586984434837598,68358,68353.0,68365.0,273432.0,273412.0,273460.0,46,41.0,53.0,46.76818320185789,0.2241977969168029,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.17350114666289843,0.10601903644820902,0.09265450341843334,48.0,24.0,24.0,0.5,59.55746,6108.11780886535,68398,68366.0,68385.0,273592.0,273464.0,273540.0,86,54.0,73.0,58.23469133756483,-0.0064809038709212966,408.99999999999994,1635.9999999999998,963.1213984176582,3852.4855936706326,-0.24998666671027764,0.06248792612509621,-0.04211378996802624,76.0,36.0,40.0,0.47368,165.3272,-420.42960768347393,68392,68388.0,68396.0,273568.0,273552.0,273584.0,80,76.0,84.0,80.23550468350402,1.4597797577071192,2.155437511924408,8.621750047697631,5.075667458891231,20.302669835564924,1.4282143960993134,0.19476016679895852,0.0912615245611672,32.0,16.0,16.0,0.5,95.84531,28130.04798234915,68398,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.40637815505725,-0.3096499810515357,1.620604673461818,6.482418693847272,3.8162323701387253,15.264929480554901,-0.24998666671027764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68451,68433.0,68463.0,273804.0,273732.0,273852.0,139,121.0,151.0,136.4279091881084,0.32855945540640397,8.04049110145217,32.16196440580868,18.933909617592548,75.73563847037019,0.3415345711213998,0.07217152961159325,0.025847044886998807,120.0,60.0,60.0,0.5,23.58614,24060.5189100842,52.0,NaN,140.0,128.0,248.0,388.0,616.0,628.0,1.76943,1.23558,-1.13122
294,-0.0003299129271763989,0.9778295459614954,0.03406516178446809,68516,68510.0,68522.0,274064.0,274040.0,274088.0,47,41.0,53.0,47.08220153182446,0.21419681885890995,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.1655624758955315,0.10476000970891675,0.0900010220219069,48.0,24.0,24.0,0.5,60.10846,5897.250876153613,68555,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,139.2346913375648,-0.005184723096737038,327.00000000000006,1308.0000000000002,770.0261547251206,3080.1046189004824,-0.2486502210977862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68549,68545.0,68553.0,274196.0,274180.0,274212.0,80,76.0,84.0,80.03906942811845,1.5317286747353036,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.4592736865132916,0.2464599371553843,0.07962082759769717,32.0,16.0,16.0,0.5,85.86225,28636.438798536197,68555,68553.0,68558.0,274220.0,274212.0,274232.0,86,84.0,89.0,85.8129739672233,-0.2794832444686698,1.3529604418115782,5.411841767246313,3.1859783685118335,12.743913474047334,-0.2486502210977862,0.07962082759769717,-0.03694764379891677,20.0,8.0,12.0,0.4,186.91544,-2666.5491037165825,68608,68591.0,68621.0,274432.0,274364.0,274484.0,139,122.0,152.0,137.02869714898608,0.32681882115027067,7.885047312842605,31.54018925137042,18.56786746829919,74.27146987319676,0.34163615284390025,0.08529368250239247,0.017701803635273655,120.0,60.0,60.0,0.5,23.70074,23731.49449652328,52.0,NaN,140.0,132.0,252.0,392.0,632.0,628.0,1.81121,1.31753,-1.20491
295,-0.0003428079157943802,0.9792483468514208,0.032479665573575074,68673,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,46.611886351821816,0.21423185705144906,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.15980982232756277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68712,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,204.23469133756478,-0.0062216677160844445,261.00000000000006,1044.0000000000002,614.6080317530779,2458.4321270123114,-0.23401986379481665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68706,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,79.75942963631422,1.4598872442747097,2.1896898056896936,8.758759222758774,5.156325446838015,20.62530178735206,1.4266920972505812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68712,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.04882741014345,-0.29966177241327435,1.7552639321515795,7.021055728606318,4.133330691750384,16.533322767001536,-0.23401986379481665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68765,NaN,NaN,NaN,NaN,NaN,139,NaN,NaN,136.4839777088705,0.3381201627268501,7.928823379557372,31.715293518229487,18.670952227691735,74.68380891076694,0.34071924212746113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.66666666666666,NaN,140.0,130.66666666666669,249.33333333333337,389.33333333333337,628.0,628.0,NaN,NaN,NaN
296,-0.0004953427327620771,0.9778111847194608,0.03380423922676895,68826,NaN,NaN,NaN,NaN,NaN,46,NaN,NaN,47.0119192065968,0.20089457319157183,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.1531610001006147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68866,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,174.92497254325076,-0.007466001259301332,208.00000000000003,832.0000000000001,489.8025693664375,1959.21027746575,-0.3906754510304887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68860,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,80.28821232143088,1.4585110452296681,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.3885726586014748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68866,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.86337658329711,-0.3595941268959292,1.8402219614805386,7.3608878459221545,4.333391562200544,17.333566248802175,-0.3906754510304887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68918,NaN,NaN,NaN,NaN,NaN,138,NaN,NaN,135.9681346593489,0.36712332083699517,7.89584504436892,31.58338017747568,18.593294182938216,74.37317673175286,0.37110090655093564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.0,NaN,140.0,130.0,250.0,390.0,612.0,616.0,NaN,NaN,NaN
297,-0.0004930168644762113,0.9828666111173857,0.029697079882714784,68981,NaN,NaN,NaN,NaN,NaN,48,NaN,NaN,47.56711582859848,0.20735366227841023,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.16205544709073882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69019,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,175.17511488476862,-0.008959201511161596,166.00000001335758,664.0000000534303,390.9001275065923,1563.6005100263692,-0.4181000526715306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69013,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,80.38757844682965,1.457501523749021,2.092385275552242,8.369541102208968,4.927190788798026,19.708763155192106,1.3939024577489394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69019,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.65725566537036,-0.43151295227511494,1.862163600192318,7.448654400769272,4.385060172859869,17.540240691439475,-0.4181000526715306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69072,NaN,NaN,NaN,NaN,NaN,139,NaN,NaN,136.45037037537838,0.35044700092927167,8.133144279588032,32.53257711835213,19.152091178702698,76.60836471481079,0.3640779427064872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.0,252.0,NaN,620.0,612.0,NaN,NaN,NaN
298,-0.000299874160896451,0.9827176838994705,0.032688676158526365,69138,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,46.260946997784934,0.24516012748939653,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.19292167740431754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69177,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,208.1751148847686,-0.007167361208929278,132.00000000000003,528.0000000000001,310.83624594408536,1243.3449837763415,-0.26686778196442595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69171,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,79.64754807401862,1.6068982966734777,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.5247678200241688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69177,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.39639140525142,-0.345210361820092,1.268485170293847,5.073940681175388,2.9870543058324484,11.948217223329793,-0.26686778196442595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69229,NaN,NaN,NaN,NaN,NaN,138,NaN,NaN,136.1756062221054,0.33426649191975283,8.448021200000333,33.792084800001334,19.8935696626072,79.5742786504288,0.34429517662956877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,628.0,632.0,NaN,NaN,NaN
299,-0.00033353468673061613,0.9856569975943932,0.028783566108970936,69294,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,46.41882082309671,0.20980056542823786,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.16559348580398778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69332,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,182.175114884787,-0.008600833450715132,121.44068827024725,485.762753080989,285.9709670211331,1143.8838680845324,-0.26458520272602926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69326,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,79.34971031740095,1.553095077791308,2.2029572715268064,8.811829086107226,5.187567941338012,20.750271765352046,1.509298433716827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69332,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,84.69702310349258,-0.3254827463225059,1.6713158125435683,6.685263250174273,3.935647976954783,15.742591907819133,-0.26458520272602926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69385,NaN,NaN,NaN,NaN,NaN,138,NaN,NaN,135.21245729270558,0.32585560779106704,7.82386440260136,31.29545761040544,18.423792724849775,73.6951708993991,0.33123027261361615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,624.0,620.0,NaN,NaN,NaN
300,-0.0003541665740205639,0.9805673322105385,0.032867405606328406,69448,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,46.97143057134145,0.22778726909943112,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.1820655062273357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69495,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,206.17511488478698,-0.010321000140858157,97.00000000000001,388.00000000000006,228.41754436800213,913.6701774720085,-0.058580994358706034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69481,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,79.93706035822984,1.58182817895576,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.5065459950400628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69487,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.77150082369124,-0.274087042426056,1.2886741165871096,5.1546964663484385,3.0345956412518764,12.138382565007506,-0.24176140979040478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69540,NaN,NaN,NaN,NaN,NaN,139,NaN,NaN,136.21245729270555,0.33322317764353376,8.207314316063236,32.829257264252945,19.326748267335184,77.30699306934073,0.35008412144780077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,616.0,620.0,NaN,NaN,NaN
301,-0.0002559798136493619,0.9808632152670298,0.031660772439318675,69604,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN,46.80026373489177,0.2168091443383259,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,0.16660374374684964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69643,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,187.17511488486772,-0.012385200169029786,100.3323224404277,401.3292897617108,236.26456404722768,945.0582561889107,-0.2426022491874746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69637,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,79.71268619005038,1.4922118961533057,2.139624822522917,8.558499290091667,5.038431420922752,20.153725683691007,1.4531691414477244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69643,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,85.03658021298382,-0.30702391161557624,1.6815107800867353,6.726043120346941,3.9596552908838727,15.83862116353549,-0.2426022491874746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69695,NaN,NaN,NaN,NaN,NaN,138,NaN,NaN,135.7869000032542,0.3255257817808519,7.7165832690777965,30.866333076311186,18.171164961174846,72.68465984469938,0.3278746782658926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,624.0,624.0,NaN,NaN,NaN
